,Brent,Shanghai,WTI
345,60.380001068115234,61.342365706858594,55.09000015258789
346,69.0199966430664,66.44156744853525,62.900001525878906
347,64.55000305175781,69.32808735086608,59.34000015258789
348,63.599998474121094,66.36675227351513,58.11000061035156
349,64.4000015258789,64.70007022327286,58.130001068115234
350,64.27999877929688,65.37854326909378,58.09000015258789
351,64.7699966430664,65.7913292382159,58.63999938964844
352,63.099998474121094,64.90952038995385,57.290000915527344
353,62.38999938964844,63.607617412480735,56.4900016784668
354,62.7400016784668,63.17664420656676,56.40999984741211
355,61.90999984741211,62.889114096911555,55.90999984741211
356,60.779998779296875,62.76503178970208,54.06999969482422
357,58.2400016784668,61.56084814223376,52.630001068115234
358,58.31999969482422,62.89634063936298,52.59000015258789
359,59.099998474121094,63.15730335666234,53.54999923706055
360,60.5099983215332,65.65947603868979,54.70000076293945
361,59.349998474121094,66.92346610387074,53.59000015258789
362,58.7400016784668,65.61854500222474,52.810001373291016
363,59.41999816894531,65.27510963658474,53.36000061035156
364,59.90999984741211,62.59957416970151,53.93000030517578
365,59.41999816894531,63.37968634836283,53.779998779296875
366,58.959999084472656,62.33847005893339,53.310001373291016
367,59.70000076293945,62.59287113493021,54.15999984741211
368,61.16999816894531,62.68901380315606,55.970001220703125
369,61.66999816894531,63.471392659329325,56.22999954223633
370,62.02000045776367,63.90684930323931,56.65999984741211
371,61.56999969482422,64.58872872449926,55.810001373291016
372,61.59000015258789,64.37051810404374,55.540000915527344
373,60.61000061035156,64.06318632029642,55.060001373291016
374,60.22999954223633,63.6907464971456,54.18000030517578
375,61.689998626708984,63.02747949804119,56.20000076293945
376,62.130001068115234,63.981582933506814,56.540000915527344
377,62.959999084472656,65.25450370784414,57.22999954223633
378,61.7400016784668,65.3464213639483,56.349998474121094
379,62.290000915527344,64.85451312072243,57.150001525878906
380,62.18000030517578,64.66047282341728,56.86000061035156
381,62.060001373291016,65.22483300053734,56.79999923706055
382,62.369998931884766,64.23759616042248,57.119998931884766
383,62.279998779296875,64.87625505009011,56.77000045776367
384,63.29999923706055,64.04740705961885,57.720001220703125
385,62.439998626708984,64.98936915721703,57.04999923706055
386,60.90999984741211,64.54092439073278,55.209999084472656
387,62.400001525878906,63.087036799276454,57.11000061035156
388,63.970001220703125,64.30703764214289,58.58000183105469
389,63.38999938964844,65.29409951853573,57.77000045776367
390,63.650001525878906,65.82555411664397,58.0099983215332
391,64.2699966430664,65.41112881190996,58.40999984741211
392,64.05999755859375,65.87984554882925,58.11000061035156
393,62.43000030517578,65.89048119311784,55.16999816894531
394,60.91999816894531,64.21105152784556,55.959999084472656
395,60.81999969482422,64.00693315248891,56.099998474121094
396,63.0,63.553438482625616,58.43000030517578
397,63.38999938964844,64.64838368583636,58.43000030517578
398,64.38999938964844,65.02172236389869,59.20000076293945
399,64.25,66.51692562823362,59.02000045776367
400,64.33999633789062,66.80685495937549,59.2400016784668
401,63.720001220703125,66.17093044501524,58.7599983215332
402,64.19999694824219,66.2707111485232,59.18000030517578
403,65.22000122070312,66.4149889158029,60.06999969482422
404,65.33999633789062,67.54256385311837,60.209999084472656
405,66.0999984741211,67.42007748399136,60.939998626708984
406,66.16999816894531,67.69389014997518,60.93000030517578
407,66.54000091552734,68.31810211735709,61.220001220703125
